CourseNo	SNo	Slot	AdditionalSlot	CourseName	InstructorName	OldCredit	NewCredit	Prerequisite	Period	Maxoverallstrength	MinOtherBranchStrength	OfferedforBTechDD	ElectiveVacancy	ElectiveRegn	RoomNo	Coordinator	CCChairperson	AllocationType
MM5092	958	UU		Dual Degree Project Phase II	SABITA SARKAR	40	40			0	0	No			KCB	Y	Subramanya Sarma V	
MM5092	959	UU		Dual Degree Project Phase II	SUBRAMANYA SARMA V	40	40			0	0	No			KCB	N	Subramanya Sarma V	
MM5140	960	A		Metallurgical Failure Analysis	KAMARAJ M	3	9			0	0	No			KCB 205	Y	Sabita Sarkar	
MM5180	961	K		Non-Destructive Evaluation	RANJIT BAURI	3	9	NIL		70	30	Yes			KCB 124	Y	Bhattacharya S S	SI
MM5250	962	G		Additive Manufacturing	MURUGAIYAN A	3	9	COT		30	10	Yes			KCB 204	Y	Sabita Sarkar	SI
MM5290	963	K		Stability of Microstructures	GANDHAM PHANIKUMAR	3	9			0	0	No			KCB 205	Y	Parasuraman Swaminathan	
MM5320	964	F		Corrosion Engineering	LAKSHMAN NEELAKANTAN	3	9	NIL		0	0	No			KCB 205	Y	Ganesh Sundara Raman	
MM5410	965	E		Ceramic Science & Technology	BALASUBRAMANIAN M	3	9	NIL		0	0	No			KCB 204	Y	Ganesh Sundara Raman	
MM5430	966	M		Advanced Powder Processing	BHUVANESH SRINIVASAN	3	9	NIL		15	15	Yes			KCB 205	Y	Parasuraman Swaminathan	SI
MM5460	967	M		Physical Ceramics	SHOTARO TADA	3	9	NIL		0	0	No			KCB 204	Y	Parasuraman Swaminathan	
MM5480	968	C		Advanced Phase Transformations	Satyesh	3	9	Core course for MTech		0	0	No			KCB 205	Y	Sabita Sarkar	
MM5520	969	D		Solidification Phenomena	MANAS MUKHERJEE	3	9	COT		0	0	No			KCB 204	Y	Bhattacharya S S	
MM5566	970	D		Finite Element Method in Materials Engineering	KANJARLA ANAND KRISHNA	3	9			20	5	Yes			KCB 205	Y	Sabita Sarkar	SI
MM5640	971	A		Sheet Metal Forming	UDAY CHAKKINGAL	3	9	COT		30	20	Yes			KCB 124	Y	Sabita Sarkar	SI
MM5740	972	F		Welding Metallurgy	RAVI SANKAR K	3	9	COT		0	0	No			KCB 134	Y	Ganesh Sundara Raman	
MM5770	973	R		Materials Joining Laboratory	MURUGAIYAN A	2	3	COT		0	0	No			MJL	Y	Parasuraman Swaminathan	
MM6011	974	F		Field Emission Sciences and Atom Probe Tomography	Pradeep	3	9			0	0	No			KCB 204	Y	Ganesh Sundara Raman	
MM6020	975	E		Fatigue of Materials	GANESH SUNDARA RAMAN	3	9	Nil		25	10	Yes			KCB 124	Y	Sabita Sarkar	SI
MM6021	976	ZZ		Introduction to Research	SRINIVASA RAO BAKSHI	2	0	NIL		0	0	No			KCB	Y	Subramanya Sarma V	
MM6021	977	ZZ		Introduction to Research	HEMAPRABHA E	2	0	NIL		0	0	No			KCB	N	Subramanya Sarma V	
MM6999	978	XX		Special Topics in Metallurgical and Materials Engineering	SUBRAMANYA SARMA V	3	6			0	0	No			KCB	Y	Subramanya Sarma V	
MM7999	979	YY		Special Topics in Metallurgical and Materials Engineering	SUBRAMANYA SARMA V	3	6			0	0	No			KCB	Y	Subramanya Sarma V	
MS3530	980	G		Advanced Operations Research	SRINIVASAN G	3	9			40	40	Yes			CRC 201	Y	Srinivasan G	SI
MS3710	981	G		Marketing Management	Vaibhav Chawla	3	9	Nil		100	100	Yes			CRC 101	N	Srinivasan G	SI
MS3710	982	G		Marketing Management	PRATHAMESH VIVEK KITTUR	3	9	Nil		100	100	Yes			CRC 101	Y	Srinivasan G	SI
MS4810	983	YY		Marketing for Successful Startups	RICHA AGRAWAL	9	9			100	100	Yes			CRC 102	Y	Srinivasan G	SI
MS5010	984	RR		Macroeconomics	SAJI MATHEW	2	6	---		0	0	No				Y	Srinivasan G	
MS5011	985	UU		Strategic Human Resource Management	LATA DYARAM	4	8			0	0	No				Y	Srinivasan G	
MS5032	986	ZZ		Financial Markets and Derivatives	KRISHNA PRASANA P	3	12			0	0	No				Y	Srinivasan G	
MS5112	987	VV		Sustainable Operations	VIPIN B	2	6			0	0	No				Y	Srinivasan G	
MS5171	988	SS		Managerial Communication	SRINIVASAN S	1	3			0	0	No				Y	Srinivasan G	
MS5221	989	XX		Group Processes in Organisations	VIJAYALAKSHMI V	2	6			0	0	No				N	Srinivasan G	
MS5221	990	XX		Group Processes in Organisations	SRINIVASAN S	2	6			0	0	No				Y	Srinivasan G	
MS5230	991	QQ		Operations Management	AMIT R K	2	6	NIL		0	0	No				Y	Srinivasan G	
MS5241	992	UU		Financial Management-I	THILLAI RAJAN A	2	6			0	0	No				Y	Srinivasan G	
MS5242	993	VV		Financial Analysis Applications	THENMOZHI M	1	3			0	0	No				Y	Srinivasan G	
MS5251	994	WW		Research for Marketing Decisions	Vaibhav Chawla	2	6			0	0	No				Y	Srinivasan G	
MS5251	995	WW		Research for Marketing Decisions	PRATHAMESH VIVEK KITTUR	2	6			0	0	No				N	Srinivasan G	
MS5320	996	VV		Human Resource Management	SRINIVASAN S	2	6	NIL		0	0	No				Y	Srinivasan G	
MS5330	997	PP		Supply Chain Management	SRINIVASAN G	2	6	NIL		0	0	No				Y	Srinivasan G	
MS5341	998	UU		Financial Management-II	THENMOZHI M	2	6			0	0	No				Y	Srinivasan G	
MS5350	999	WW		Business Research Methodology	IMON CHAKRABORTY	2	6	NIL		0	0	No				Y	Srinivasan G	
MS5550	1000	PP		Operations Research Applications	USHA MOHAN	2	6	NIL		0	0	No				Y	Srinivasan G	
MS5561	1001	XX		Information Systems Analysis	SAJI MATHEW	2	6			0	0	No				Y	Srinivasan G	
MS5642	1002	VV		Managing the future: AI, Cyber Security and the Innovative Leader	DR. KANDASWAMY PARAMASIVAN	6	6			0	0	No				Y	Srinivasan G	
MS5680	1003	TT		International Finance	MADHUMATHI R	2	6	NIL		0	0	No				Y	Srinivasan G	
MS5715	1004	SS		Marketing at the Bottom of the Pyramid (BoP)	VARISHA REHMAN	2	6	Marketing Management		0	0	No				Y	Srinivasan G	
MS5729	1005	XX		Social Media Computing	Nargis Pervin	2	6	None		0	0	No				Y	Srinivasan G	
MS5754	1006	RR		Nurturing the Inner You: Developing Positive Capacities	VIJAYALAKSHMI V	2	6			0	0	No				Y	Srinivasan G	
MS6010	1007	QQ		Strategic Management	PRAKASH SAI L	2	6	NIL		0	0	No				Y	Srinivasan G	
MS6015	1008	G		Multivariate Statistical Methods for Business	USHA MOHAN	4	12	Univariate Methods in Statistics		0	0	No				Y	Srinivasan G	
MS6310	1009	QQ		Contemporary Issues in Management	PRAKASH SAI L	2	6	NIL		0	0	No				Y	Srinivasan G	
MS6590	1010	WW		Customer Relationship Marketing	RICHA AGRAWAL	2	6	NIL		0	0	No				Y	Srinivasan G	
MS6621	1011	E		Corporate Finance	MADHUMATHI R	4	12			0	0	No				N	Srinivasan G	
MS6621	1012	E		Corporate Finance	KRISHNA PRASANA P	4	12			0	0	No				Y	Srinivasan G	
MS6710	1013	WW		Financial Risk Management	KRISHNA PRASANA P	2	6	NIL		0	0	No				Y	Srinivasan G	
MS6930	1014	ZZ		Enterpreneurship	SAJI MATHEW	2	6	NIL		0	0	No				Y	Srinivasan G	
MS6990	1015	SS		Management Research Project	SAJI MATHEW	2	6	Nil		0	0	No				Y	Srinivasan G	
MS6991	1016	PP		Management Research Project II	SAJI MATHEW	4	12			0	0	No				Y	Srinivasan G	
MS6999	1017	YY		Special Topics in Management Studies	SAJI MATHEW	3	6			0	0	No				Y	Srinivasan G	
MS7999	1018	XX		Special Topics in Management Studies	SAJI MATHEW	3	6			0	0	No				Y	Srinivasan G	
MS8020	1019	XX		Empirical research -1	THENMOZHI M	2	6			0	0	No				Y	Srinivasan G	
MS8021	1020	RR		Empirical research -2	ARUN KUMAR G	2	6			0	0	No				Y	Srinivasan G	
OB2201	1021	NT		Database Management Systems	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Vignesh	SI
OB2202	1022	NT		Programming, Data Structures and Algorithms using Python	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Vignesh	SI
OB2203	1023	NT		Modern Application Development I	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Vignesh	SI
OB2204	1024	NT		Machine Learning Foundations	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Vignesh	SI
OB2205	1025	NT		Programming Concepts using Java	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Vignesh	SI
OB2206	1026	NT		Modern Application Development II	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Vignesh	SI
OB2207	1027	NT		Machine Learning Techniques	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Vignesh	SI
OB2208	1028	NT		Machine Learning Practice	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Vignesh	SI
OB2502	1029	NT		Business Analytics	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Vignesh	SI
OB3201	1030	NT		Software Engineering	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Vignesh	SI
OB3202	1031	NT		Software Testing	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Vignesh	SI
OB3203	1032	NT		AI: Search Methods for Problem Solving	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Alagappan Ponnalagu	SI
OB3204	1033	NT		Deep Learning	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Vignesh	SI
OB3205	1034	NT		Introduction to Big Data	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Vignesh	SI
OB3210	1035	NT		Advanced Algorithms	VIGNESH MUTHUVIJAYAN	4	12	N/A		999	999	Yes				Y	Vignesh	SI
OB3212	1036	NT		Special topics in ML (Reinforcement Learning)	VIGNESH MUTHUVIJAYAN	4	12			999	999	Yes				Y	Vignesh	SI
OB3215	1037	NT		Managerial Economics	VIGNESH MUTHUVIJAYAN	4	12			999	999	Yes				Y	Vignesh	SI
OB3502	1038	NT		Market Research	VIGNESH MUTHUVIJAYAN	9	12			999	999	Yes				Y	Vignesh	SI
OB3801	1039	NT		Strategies for Professional Growth	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Vignesh	SI
OB4501	1040	NT		Industry 4.0	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Vignesh	SI
OB4601	1041	NT		Algorithmic Thinking in Bioinformatics	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Vignesh	SI
OE1012	1042	A		Ship Hydrostatics and Stability	ARJUN JAGANNATHAN	3	9			100	0	Yes			NAC-2-201	Y	Sannasiraj S A	SI
OE1100	1043	B		Modern scientific computing in programming language	RAJIV SHARMA	4	12	COT		100	0	Yes			NAC-2-201	Y	Panneer Selvam R	SI
OE2014	1044	D		Marine Engineering	NARENDRAN K	4	10			100	0	Yes			NAC-2-201	Y	Suresh Kumar G	SI
OE2024	1045	C		Analysis of Structures	BITHIN GHORAI	3	9	nothing		100	0	Yes			NAC-2-201	Y	Suresh Kumar G	SI
OE2034	1046	F		Ship Resistance and Propulsion	Vijayakumar R	5	11			100	0	Yes			NAC-2-201	Y	Suresh Kumar G	SI
OE2054	1047	E		Ocean Wave Hydrodynamics	SRIRAM V	4	10			100	0	Yes			NAC-2-201	Y	Suresh Kumar G	SI
OE3026	1048	YY		Shipyard Training	Vijayakumar R	2	6			100	0	Yes				Y	Panneer Selvam R	SI
OE3036	1049	B		Manoeuvring and Control of Marine Vehicles	Abhilash	4	10			90	10	Yes			NAC-2-202	Y	Panneer Selvam R	SI
OE3046	1050	A		Ship Structural Design	SURESH	3	10			100	0	Yes			NAC-2-202	Y	Panneer Selvam R	SI
OE4052	1051	XX		Naval Architecture and Ocean Engineering BTech Project - Phase II	ARJUN JAGANNATHAN	6	18			80	0	Yes				N	Nallayarasu S	SI
OE4052	1052	XX		Naval Architecture and Ocean Engineering BTech Project - Phase II	NARENDRAN K	6	18			80	0	Yes				N	Nallayarasu S	SI
OE4052	1053	XX		Naval Architecture and Ocean Engineering BTech Project - Phase II	Vijayakumar R	6	18			80	0	Yes				N	Nallayarasu S	SI
OE4052	1054	XX		Naval Architecture and Ocean Engineering BTech Project - Phase II	SURESH	6	18			80	0	Yes				Y	Nallayarasu S	SI
OE4300	1055	E		Ocean Energy	POGULURI SUNNY KUMAR	3	9			80	0	Yes			NAC-2-202	Y	Shanmugam P	SI
OE4912	1056	XX		BTech/ DD Undergraduate Research Project -II	POGULURI SUNNY KUMAR	3	9			70	0	Yes				Y	Nallayarasu S	SI
OE5005	1057	F		Marine Autonomous Vehicles	Abhilash	3	10	Programming		30	10	Yes			NAC-2-207	Y	Nallayarasu S	SI
OE5011	1058	G		Marine Robotics	RAJIV SHARMA	4	11	Consent of teacher		80	10	Yes			NAC-2-201	Y	Nallayarasu S	SI
OE5012	1059	G		Deep Sea Technology	VIJAY K G	3	9	Consent of teacher		30	10	Yes			NAC-2-207	Y	Nallayarasu S	SI
OE5080	1060	C		Marine Instrumentation	ABDUS SAMAD	3	9	NIL		10	10	Yes			NAC-2-207	Y	Nallayarasu S	SI
OE5300	1061	E		Advanced Dynamics of Floating Bodies	PANNEER SELVAM R	3	9	Nil		30	10	Yes			NAC-2-208	Y	Nallayarasu S	SI
OE5340	1062	D		Ocean Environment Policy &  Coastal Zone Mgmt.	SHANMUGAM P	3	9	NIL		30	10	Yes			NAC-2-208	Y	Nallayarasu S	SI
OE5373	1063	XX		Naval Architecture and Ocean Engineering DD Project - Phase III	Abhilash	40	40			30	0	Yes				N	Nilanjan Saha	SI
OE5373	1064	XX		Naval Architecture and Ocean Engineering DD Project - Phase III	DEEPAK KUMAR	40	40			30	0	Yes				Y	Nilanjan Saha	SI
OE5373	1065	XX		Naval Architecture and Ocean Engineering DD Project - Phase III	SRIRAM V	40	40			30	0	Yes				N	Nilanjan Saha	SI
OE5400	1066	D		Port and  Harbour Structures	NILANJAN SAHA	3	9	CoT for non OE students		30	10	Yes			NAC-2-207	Y	Nallayarasu S	SI
OE5450	1067	E		Numerical Techniques in Ocean Hydrodynamics	MURALI K	4	10	Nil		30	10	Yes			NAC-2-203	Y	Nallayarasu S	SI
OE5500	1068	C		FEM Applied to Ocean Engineering	SANNASIRAJ S A	3	9			50	10	Yes			NAC-2-202	Y	Nallayarasu S	SI
OE5525	1069	B		Basics of Ocean Engineering	MURALI K	3	9	Nil		0	0	No			NAC-2-203	Y	Nallayarasu S	
OE5525	1070	B		Basics of Ocean Engineering	SHANMUGAM P	3	9	Nil		0	0	No			NAC-2-203	N	Nallayarasu S	
OE5546	1071	F		Underwater Acoustics and Instruments	Tarun K Chandrayadula	3	9	Background in vibration or wave propagation preferred but not required		30	10	Yes			NAC-2-206	Y	Nallayarasu S	SI
OE5555	1072	Z		Summer training in computer modeling and simulation	NARENDRAN K	10	10			0	0	No				N	Nallayarasu S	
OE5555	1073	Z		Summer training in computer modeling and simulation	POGULURI SUNNY KUMAR	10	10			0	0	No				Y	Nallayarasu S	
OE5555	1074	Z		Summer training in computer modeling and simulation	VIJAY K G	10	10			0	0	No				N	Nallayarasu S	
OE5800	1075	G		Coastal Engineering	SANNASIRAJ S A	3	9	Consent of teacher		30	10	Yes			NAC-2-202	Y	Nallayarasu S	SI
OE6001	1076	F		Materials and fabrication of ship and offshore structures	PANNEER SELVAM R	3	9	Nil		30	10	Yes			NAC-2-208	Y	Nallayarasu S	SI
OE6002	1077	G		Installation of Offshore Structures	THEJESH KUMAR GARALA	3	9	Consent of teacher		30	10	Yes			NAC-2-206	Y	Nallayarasu S	SI
OE6004	1078	E		Numerical Modelling of Offshore Structures	DEEPAK KUMAR	4	9			30	10	Yes			NAC-2-206	Y	Nallayarasu S	SI
OE6200	1079	A		Design of Fixed Offshore Structures	NALLAYARASU S	4	10	Nil		40	10	Yes			NAC-2-203	Y	Nallayarasu S	SI
OE6330	1080	G		Seakeeping and Maneuvering of Marine Vehicles	ANANTHAKRISHNAN P	3	9	Consent of teacher		0	0	No			NAC-2-203	Y	Nallayarasu S	
OE6906	1081	XX		M. Tech ocean Structures project - Phase II	ARJUN JAGANNATHAN	40	40			0	0	No				N	Abdus Samad	
OE6906	1082	X		M. Tech ocean Structures project - Phase II	Vijayakumar R	40	40			0	0	No				N	Abdus Samad	
OE6906	1083	X		M. Tech ocean Structures project - Phase II	NARENDRAN K	40	40			0	0	No				N	Abdus Samad	
OE6906	1084	XX		M. Tech ocean Structures project - Phase II	DEEPAK KUMAR	40	40			0	0	No				N	Abdus Samad	
OE6906	1085	X		M. Tech ocean Structures project - Phase II	NILANJAN SAHA	40	40			0	0	No				N	Abdus Samad	
OE6906	1086	X		M. Tech ocean Structures project - Phase II	POGULURI SUNNY KUMAR	40	40			0	0	No				Y	Abdus Samad	
OE6906	1087	XX		M. Tech ocean Structures project - Phase II	Abhilash	40	40			0	0	No				N	Abdus Samad	
OE6906	1088	X		M. Tech ocean Structures project - Phase II	SURESH	40	40			0	0	No				N	Abdus Samad	
OE6906	1089	XX		M. Tech ocean Structures project - Phase II	VIJAY K G	40	40			0	0	No				N	Abdus Samad	
OE6906	1090	XX		M. Tech ocean Structures project - Phase II	BITHIN GHORAI	40	40			0	0	No				Y	Abdus Samad	
OE6912	1091	XX		MTech Ocean Technology Project - Phase II	THEJESH KUMAR GARALA	40	40			0	0	No				N	Abdus Samad	
OE6912	1092	XX		MTech Ocean Technology Project - Phase II	RAJIV SHARMA	40	40			0	0	No				Y	Abdus Samad	
OE6999	1093	ZZ		Special Topics in Ocean Engineering	SRIRAM V	2	6	COT		0	0	No				Y	Murali K	
OE7999	1094	YY		Special Topics in Ocean Engineering	SRIRAM V	2	6	COT		0	0	No				Y	Murali K	
PC0022	1095	VV		Physics	SANTHOSH PN	1	0			0	0	No				N	Santhosh P N	
PC0022	1096	VV		Physics	SETHUPATHI K	1	0			0	0	No				Y	Santhosh P N	
PC0022*	1097	WW		Physics Lab	SETHUPATHI K	1	0			0	0	No				Y	Santhosh P N	
PE5030	1098	B		Artificial Lift Technologies for Oil and Gas Production	ABDUS SAMAD	3	9	Consent of teacher		0	0	No			NAC-2-207	Y	Nallayarasu S	
PE5100	1099	F		Petroleum Production Engineering and Flow Assurance	BARASHA DEKA	3	9			0	0	No			NAC-2-202	Y	Nallayarasu S	
PE6031	1100	D		Reservoir Simulation	SURESH KUMAR G	3	9	Reservoir Engineering		0	0	No			NAC-2-206	Y	Nallayarasu S	
PE6040	1101	C		Advanced Seismic data analysis and Interpretation	RAJESH R NAIR	3	10	NIL		0	0	No			NAC-2-206	Y	Nallayarasu S	
PE6203	1102	X		MTech Petroleum Engineering Project - Phase III	SHANMUGAM P	40	40			0	0	No				N	Abdus Samad	
PE6203	1103	X		MTech Petroleum Engineering Project - Phase III	SURESH KUMAR G	40	40			0	0	No				Y	Abdus Samad	
PE6203	1104	X		MTech Petroleum Engineering Project - Phase III	BARASHA DEKA	40	40			0	0	No				N	Abdus Samad	
PE6312	1105	A		Enhanced Oil Recovery	SURESH KUMAR G	3	9	Reservoir Engineering		0	0	No			NAC-2-206	Y	Nallayarasu S	
PH1010	1106	D		Physics I	IPSITA SAHA	3	10			0	0	No				Y	Nandita Das Gupta	
PH1010	1107	D		Physics I	RAHUL VAIJANATH SAWANT	3	10			0	0	No				N	Nandita Das Gupta	
PH1010	1108	D		Physics I	SAMIR CHOUDHURI	3	10			0	0	No				N	Nandita Das Gupta	
PH1010	1109	D		Physics I	PRASANTA KUMAR MUDULI	3	10			0	0	No				N	Nandita Das Gupta	
PH1010	1110	D		Physics I	SOMNATH CHANDA ROY	3	10			0	0	No				N	Nandita Das Gupta	
PH1020	1111	D		Physics II	NIRMALA R	3	10	None		65	65	Yes				N	Nandita Das Gupta	SI
PH1020	1112	D		Physics II	PREM B BISHT	3	10	None		65	65	Yes				N	Nandita Das Gupta	SI
PH1020	1113	D		Physics II	MAHAVEER KUMAR JAIN	3	10	None		65	65	Yes				N	Nandita Das Gupta	SI
PH1020	1114	D		Physics II	RAJESH NARAYANAN	3	10	None		65	65	Yes				Y	Nandita Das Gupta	SI
PH1020	1115	D		Physics II	VAIBHAV MADHOK	3	10	None		65	65	Yes				N	Nandita Das Gupta	SI
PH1030	1116	P1	Q1, Q2, R1, S1, T1	Physics Laboratory I	SUNIL KUMAR P B	2	4			0	0	No			HSB 324	N	Nandita Das Gupta	
PH1030	1117	P1	Q1, Q2, R1, S1, T1	Physics Laboratory I	JIM LIBBY	2	4			0	0	No			HSB 324	Y	Nandita Das Gupta	
PH1030	1118	P1	Q1, Q2, R1, S1, T1	Physics Laboratory I	ATHREYA SHANKAR	2	4			0	0	No			HSB 324	N	Nandita Das Gupta	
PH1030	1119	P1	Q1, Q2, R1, S1, T1	Physics Laboratory I	TITAS CHANDA	2	4			0	0	No			HSB 324	N	Nandita Das Gupta	
PH1030	1120	P1	Q1, Q2, R1, S1, T1	Physics Laboratory I	PRAHALLAD PADHAN	2	4			0	0	No			HSB 324	N	Nandita Das Gupta	
PH1030	1121	P1	Q1, Q2, R1, S1, T1	Physics Laboratory I	SIDDHARTH DATTATRAYA DHOMKAR	2	4			0	0	No			HSB 324	N	Nandita Das Gupta	
PH1030	1122	P1	Q1, Q2, R1, S1, T1	Physics Laboratory I	YASIR	2	4			0	0	No			HSB 324	N	Nandita Das Gupta	
PH1040	1123	R1		Physics Laboratory II	PRANAY MAHESH PATIL	2	4	NULL		30	10	Yes				N	Santhosh P N	SI
PH1040	1124	R1		Physics Laboratory II	SHANTANU MUKHERJEE	2	4	NULL		30	10	Yes				Y	Santhosh P N	SI
PH2070	1125	XX		Introduction to Biological Physics	SUNIL KUMAR P B	3	9	PH1010,PH1080		60	30	Yes			HSB 210	Y	Santhosh P N	SI
PH2080	1126	R	S	Physics Lab IV	PRAFULLA KUMAR BEHERA	4	8	None		30	10	Yes				N	Santhosh P N	SI
PH2080	1127	R	S	Physics Lab IV	RAJESH SINGH	4	8	None		30	10	Yes				Y	Santhosh P N	SI
PH4999	1128	ZZ		Undergraduate Research Project	ATHREYA SHANKAR	3	9	COT		0	0	No				Y	Santhosh P N	
PH5020	1129	C		Electromagnetic Theory	ARAVIND G	4	10	NULL		65	25	Yes			HSB 310	Y	Santhosh P N	SI
PH5080	1130	F		Statistical Physics	ASHWIN JOY	4	10	A first course in quantum mechanics, say PH5100 or PH3520		0	0	No			HSB 310	Y	Santhosh P N	
PH5120	1131	R	S	Physics Lab II (PG)	MAHAVEER KUMAR JAIN	4	9	NULL		0	0	No				N	Santhosh P N	
PH5120	1132	R	S	Physics Lab II (PG)	HARISH KUMAR N	4	9	NULL		0	0	No				Y	Santhosh P N	
PH5120	1133	R	S	Physics Lab II (PG)	Vidya Praveen Bhallamudi	4	9	NULL		0	0	No				N	Santhosh P N	
PH5120	1134	R	S	Physics Lab II (PG)	BASUDEV ROY	4	9	NULL		0	0	No				N	Santhosh P N	
PH5120	1135	R	S	Physics Lab II (PG)	Chandra Kant Mishra	4	9	NULL		0	0	No				N	Santhosh P N	
PH5120	1136	R	S	Physics Lab II (PG)	Panchanana Khuntia	4	9	NULL		0	0	No				N	Santhosh P N	
PH5160	1137	B		Condensed Matter Physics I	PATTABIRAMAN M	4	10	NULL		50	20	Yes			HSB 310	Y	Santhosh P N	SI
PH5170	1138	E		Quantum Mechanics II	SUNETHRA RAMANAN	3	9	PH5100: Quantum Mechanics I		60	20	Yes			HSB 310	Y	Santhosh P N	SI
PH5221	1139	UU		Summer Project	RAJESH NARAYANAN	5	19			0	0	No				Y	Santhosh P N	
PH5223	1140	ZZ		Project	RAJESH NARAYANAN	40	40			0	0	No				Y	Santhosh P N	
PH5230	1141	YY		Seminar	Chandra Kant Mishra	1	3	NULL		0	0	No				Y	Santhosh P N	
PH5240	1142	ZZ		Viva Voce	Jayeeta Bhattacharyya	2	6	NULL		0	0	No				Y	Santhosh P N	
PH5250	1143	A		Advanced Electronics & Lab	PRAFULLA KUMAR BEHERA	6	12			20	10	Yes				Y	Santhosh P N	SI
PH5292	1144	XX		Project II	Chandra Kant Mishra	6	18			0	0	No				Y	Santhosh P N	
PH5340	1145	G		Dielectric,Magnetic &Optical Materials	MURUGAVEL P	3	9	NULL		20	10	Yes			HSB 217	Y	Santhosh P N	SI
PH5350	1146	R		Laboratory for Physical Property Measurement and Transducer / Sensor Element Characteristics of Func	DILLIP KUMAR SATAPATHY	6	12			20	10	Yes				Y	Santhosh P N	SI
PH5362	1147	YY		Project II	SOMNATH CHANDA ROY	6	20			0	0	No				Y	Santhosh P N	
PH5363	1148	YY		Project III	HARISH KUMAR N	14	40			0	0	No				Y	Santhosh P N	
PH5380	1149	ZZ		Seminar	SOMNATH CHANDA ROY	1	3	NULL		0	0	No				Y	Santhosh P N	
PH5400	1150	ZZ		Viva Voce	JIM LIBBY	1	3			0	0	No				Y	Santhosh P N	
PH5400+	1151	XX		Comprehensive Viva Voce	RAJESH NARAYANAN	4	4			0	0	No				Y	Santhosh P N	
PH5462	1152	F		Magnetism in Solids	Panchanana Khuntia	3	9	NULL		20	10	Yes			HSB 211	Y	Santhosh P N	SI
PH5481	1153	H		Quantum Field Theory 2	TITAS CHANDA	3	9	PH5480, PH5030, PH5020		60	10	Yes			HSB 310	Y	Santhosh P N	SI
PH5590	1154	G		Microwave Physics	SUBRAMANIAN V	3	9	NULL		20	10	Yes			HSB 211	Y	Santhosh P N	SI
PH5620	1155	F		Coherent and  Quantum Optics	ATHREYA SHANKAR	3	9	Quantum Mechanics 1		50	20	Yes			HSB 263	Y	Santhosh P N	SI
PH5680	1156	B		Superconductivity & Its Applications	SHANTANU MUKHERJEE	3	9	NIL		30	10	Yes			HSB 317	Y	Santhosh P N	SI
PH5720	1157	A	P	Numerical Methods and Programming Lab	Prabhat	5	12			80	20	Yes			HSB 310	Y	Santhosh P N	SI
PH5730	1158	UU		Methods of Computational Physics	YASIR	3	9	NULL		20	10	Yes				Y	Santhosh P N	SI
PH5810	1159	F		Introduction to Softmatter Physics	BASUDEV ROY	3	9			30	10	Yes			HSB 317	Y	Santhosh P N	SI
PH5811	1160	C		Advanced Particle Physics	RAGHUVEER GARANI RAMESH	3	9	NULL		30	10	Yes			HSB 317	Y	Santhosh P N	SI
PH5813	1161	G		Principles of Nanophotonics	Jayeeta Bhattacharyya	3	9	COT, basic courses on Electromagnatic Theory and Quantum Mechanics		30	10	Yes			HSB 210	Y	Santhosh P N	SI
PH5816	1162	L		Physics of Active and Living Matter (PALM)	RAJESH SINGH	3	9			50	30	Yes			HSB 210	Y	Santhosh P N	SI
PH5820	1163	E		Classical Physics	DILLIP KUMAR SATAPATHY	3	9			0	0	No			HSB 263	Y	Santhosh P N	
PH5825	1164	G		Quantum Physics	JIM LIBBY	3	9			35	20	Yes			HSB 263	Y	Santhosh P N	SI
PH5842	1165	G		Advanced topics in Quantum Computation and Quantum Information	Prabha Mandayam	3	9	PH5840: Quantum Computation and Quantum Information		30	10	Yes			HSB 217	Y	Santhosh P N	SI
PH5875	1166	F		Advanced General Relativity	Chandra Kant Mishra	3	9	PH5870: Introduction to General Relativity		30	10	Yes			HSB 211	Y	Santhosh P N	SI
PH5890	1167	E		Ultrafast lasers and Applications	S.Sivaramakrishnan	3	9	COT		30	10	Yes			HSB 217	Y	Santhosh P N	SI
PH5910	1168	VV		Mini Project	JIM LIBBY	2	9			0	0	No				Y	Santhosh P N	
PH6011	1169	D		Nanomaterials and Nanotechnology	RAMACHANDRA  RAO MS	3	9			60	10	Yes			HSB 210	Y	Santhosh P N	SI
