SNo	Slot	AdditionalSlot	CourseNo	CourseName	InstructorName	OldCredit	NewCredit	Prerequisite	Period	Maxoverallstrength	MinOtherBranchStrength	OfferedforBTechDD	ElectiveVacancy	ElectiveRegn	RoomNo	Coordinator	CCChairperson	AllocationType
961	T 		MM5033	Mechanical Property Evaluation of Materials : Lab	KANJARLA ANAND KRISHNA	3	3			0	0	No			KCB	N	Lakshman Neelakantan	
962	M 		MM5034	Thermoelectric Materials & Devices for Energy Sustainability	BHUVANESH SRINIVASAN	3	9			25	10	Yes			KCB 204	Y	Lakshman Neelakantan	SI
963	E 		MM5050	Thermodynamics and Kinetics	SOUMYA SRIDAR	3	9	COT		0	0	No			KCB 205	Y	Bhattacharya S S	
964	UU		MM5090+	Project	SUBRAMANYA SARMA V	17	50			0	0	No			KCB	N	Subramanya Sarma V	
965	UU		MM5090+	Project	SABITA SARKAR	17	50			0	0	No			KCB	Y	Subramanya Sarma V	
966	UU		MM5091	Dual Degree Project Phase I	SUBRAMANYA SARMA V	17	50			0	0	No			KCB	N	Subramanya Sarma V	
967	UU		MM5091	Dual Degree Project Phase I	SABITA SARKAR	17	50			0	0	No			KCB	Y	Subramanya Sarma V	
968	M 		MM5104	Aluminum Alloys and their Composites	RANJIT BAURI	3	9	Nil		50	30	Yes			KCB 134	Y	Lakshman Neelakantan	SI
969	B 		MM5160	Mechanical Behaviour of Materials	KANJARLA ANAND KRISHNA	3	9	NIL		0	0	No			CRC 202	Y	Somnath Bhattacharyya	
970	G 		MM5200	Materials Chemistry for Semiconductor Technology	HEMAPRABHA E	12	12			0	0	No			KCB 204	Y	Ganesh Sundara Raman	
971	F 		MM5340	Surface Engineering	KAMARAJ M	3	9	NIL		20	5	Yes			KCB 124	Y	Bhattacharya S S	SI
972	D 		MM5610	Metal Forming Processes	UDAY CHAKKINGAL	3	9	COT		0	0	No			KCB 134	Y	Kanjarla Anand Krishna	
973	G 		MM5630	Plasticity & Plastic Deformation	BHATTACHARYA S S	3	9	NIL		35	15	Yes			KCB 124	Y	Ganesh Sundara Raman	SI
974	F 		MM5700	Topics in Nanomaterials	PRATHAP HARIDOSS	3	9			70	30	Yes			CRC 205	Y	Bhattacharya S S	SI
975	D 		MM5740	Welding Metallurgy	RAVI SANKAR K	3	9	COT		20	10	Yes			KCB 205	Y	Kanjarla Anand Krishna	SI
976	F 		MM6002	Functional Materials for Optoelectronics and Quantum Technologies	TIJU THOMAS	4	10			0	0	No			KCB 205	Y	Bhattacharya S S	
977	ZZ		MM6021	Introduction to Research	SUBRAMANYA SARMA V	2	0	NIL		0	0	No			KCB	Y	Subramanya Sarma V	
978	H 		MM6023	Advanced Transmission Electron Microscopy	SOMNATH BHATTACHARYYA	3	9	Completion of MM 5240 or ID 6102 with a minimum grade B		50	50	Yes			KCB 124	Y	Ganesh Sundara Raman	SI
979	MM		MM6999	Special Topics in Metallurgical and Materials Engineering	SUBRAMANYA SARMA V	3	6			0	0	No			KCB	Y	Subramanya Sarma V	
980	N 		MM7999	Special Topics in Metallurgical and Materials Engineering	SUBRAMANYA SARMA V	3	6			0	0	No			KCB	Y	Subramanya Sarma V	
981	G 		MS3510	Fundamentals of Operations Research	SRINIVASAN G	3	9	Nil		100	100	Yes			CRC 102	Y	Srinivasan G	SI
982	E 		MS3610	Introduction to Financial Management	THILLAI RAJAN A	3	9			100	100	Yes			CRC 103	Y	Srinivasan G	SI
983	QQ		MS5010	Macroeconomics and Business Environment 	AMIT R K	2	6	---		0	0	No				Y	Srinivasan G	
984	WW		MS5011	Strategic Human Resource Management 	LATA DYARAM	4	8			0	0	No				Y	Srinivasan G	
985	UU		MS5012	Data Driven Decision Making for Human Resources	SRINIVASAN S	2	6	None		0	0	No				Y	Srinivasan G	
986	ZZ		MS5014	Managerial Economics	SAJI MATHEW	9	9			0	0	No				Y	Srinivasan G	
987	TT		MS5015	Design Thinking	RICHA AGRAWAL	2	6	None		0	0	No				Y	Srinivasan G	
988	E 		MS5020	Organizational Behaviour	RUPASHREE BARAL	3	9	NIL		0	0	No			BSB 237	Y	Srinivasan G	
989	VV		MS5030	Statistics for Business	ARSHINDER KAUR	2	6			0	0	No				Y	Srinivasan G	
990	WW		MS5050	Marketing Management I	PRATHAMESH VIVEK KITTUR	2	6	NIL		0	0	No				Y	Srinivasan G	
991	VV		MS5070	Software Product Management	Nargis Pervin	2	6			0	0	No				Y	Srinivasan G	
992	RR		MS5101	Agentic AI in Management	IMON CHAKRABORTY	2	6	Basic understanding of digital business and AI		0	0	No				Y	Srinivasan G	
993	XX		MS5114	Organization and Management Theory (OMT)	LATA DYARAM	6	6			0	0	No				Y	Srinivasan G	
994	VV		MS5130	Operations Research	VIPIN B	2	6	NIL		0	0	No				Y	Srinivasan G	
995	UU		MS5141	Accounting for Managers	ARUN KUMAR G	6	6			0	0	No				Y	Srinivasan G	
996	PP		MS5150	Marketing Tools : Strategies & Innovation (Marketing Management II)	VARISHA REHMAN	2	6			0	0	No				Y	Srinivasan G	
997	TT		MS5171	Managerial Communication	SRINIVASAN S	1	3			0	0	No				Y	Srinivasan G	
998	MM		MS5210	Legal Aspects of Business	SAJI MATHEW	2	6	NIL		0	0	No				Y	Srinivasan G	
999	SS		MS5214	Business Ethics (BE)	LATA DYARAM	3	3			0	0	No				Y	Srinivasan G	
1000	XX		MS5220	Organizational Behavior	VIJAYALAKSHMI V	2	6	NIL		0	0	No				N	Srinivasan G	
1001	XX		MS5220	Organizational Behavior	RUPASHREE BARAL	2	6	NIL		0	0	No				Y	Srinivasan G	
1002	WW		MS5222	Programming for Management	Nargis Pervin	3	3			0	0	No				Y	Srinivasan G	
1003	UU		MS5241	Financial Management	THILLAI RAJAN A	2	6	Accounting for Managers		0	0	No				Y	Srinivasan G	
1004	XX		MS5460	Compensation Management	SRINIVASAN S	2	6	NIL		0	0	No				Y	Srinivasan G	
1005	UU		MS5480	Cross Cultural Management	VIJAYALAKSHMI V	2	6	NIL		0	0	No				Y	Srinivasan G	
1006	UU		MS5510	Logistics and Distribution Management	VIPIN B	2	6	NIL		0	0	No				Y	Srinivasan G	
1007	XX		MS5530	Career Management	RUPASHREE BARAL	2	6	None		0	0	No				Y	Srinivasan G	
1008	QQ		MS5560	Services and Operations Management	RAHUL MARATHE	2	6	NIL		0	0	No				Y	Srinivasan G	
1009	TT		MS5610	Security Analysis and Portfolio Management	MADHUMATHI R	2	6	NIL		0	0	No				Y	Srinivasan G	
1010	UU		MS5612	Real Options Valuation 	THILLAI RAJAN A	2	6	Financial Management		0	0	No				Y	Srinivasan G	
1011	PP		MS5613	Corporate Hedging Strategies	MADHUMATHI R	2	6			0	0	No				Y	Srinivasan G	
1012	VV		MS5640	Mergers and Acquisitions	ARUN KUMAR G	2	6	NIL		0	0	No				Y	Srinivasan G	
1013	XX		MS5690	Computational Finance	THENMOZHI M	2	6	NIL		0	0	No				Y	Srinivasan G	
1014	TT		MS5710	Consumer Behaviour	RICHA AGRAWAL	2	6	NIL		0	0	No				Y	Srinivasan G	
1015	SS		MS5720	Advertising and Promotion	VARISHA REHMAN	3	6	NIL		0	0	No				Y	Srinivasan G	
1016	SS		MS5750	Brand Management	VARISHA REHMAN	2	6	NIL		0	0	No				Y	Srinivasan G	
1017	PP		MS5760	Marketing on the Internet 	Vaibhav Chawla	2	6			0	0	No				Y	Srinivasan G	
1018	PP		MS5770	Strategic Marketing	Vaibhav Chawla	2	6	NIL		0	0	No				Y	Srinivasan G	
1019	WW		MS5988	Digital Transformation with AI	IMON CHAKRABORTY	2	6	Basic understanding of information systems		0	0	No				Y	Srinivasan G	
1020	WW		MS6022	Artificial Intelligence (AI) for Management	SAJI MATHEW	2	6			0	0	No				Y	Srinivasan G	
1021	UU		MS6030	Advanced Data Analytics for Management	USHA MOHAN	2	6	NIL		0	0	No				Y	Srinivasan G	
1022	QQ		MS6031	Data Analysis for Research	AMIT R K	2	6			0	0	No				Y	Srinivasan G	
1023	QQ		MS6210	Business Models	PRAKASH SAI L	2	6	NIL		0	0	No				Y	Srinivasan G	
1024	VV		MS6230	Strategic Sourcing 	ARSHINDER KAUR	2	6	NIL		0	0	No				Y	Srinivasan G	
1025	XX		MS6580	Sales and Distribution Management	PRATHAMESH VIVEK KITTUR	2	6	None		0	0	No				Y	Srinivasan G	
1026	WW		MS6600	Global Corporate Governance	ARUN KUMAR G	2	6	None		0	0	No				Y	Srinivasan G	
1027	XX		MS6840	Business Intelligence and Analytics	SAJI MATHEW	2	6	NIL		0	0	No				Y	Srinivasan G	
1028	VV		MS6910	Global Business Management	SAJI MATHEW	2	6	NULL		0	0	No				Y	Srinivasan G	
1029	PP		MS7470	Research in HRM and OB  	RUPASHREE BARAL	8	12			0	0	No				Y	Srinivasan G	
1030	NT		OB2201	Database Management Systems	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Andrew Thangaraj	SI
1031	NT		OB2202	Programming, Data Structures and Algorithms using Python	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Andrew Thangaraj	SI
1032	NT		OB2203	Modern Application Development I	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Andrew Thangaraj	SI
1033	NT		OB2204	Machine Learning Foundations	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Andrew Thangaraj	SI
1034	NT		OB2205	Programming Concepts using Java	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Andrew Thangaraj	SI
1035	NT		OB2206	Modern Application Development II	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Andrew Thangaraj	SI
1036	NT		OB2207	Machine Learning Techniques	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Andrew Thangaraj	SI
1037	NT		OB2208	Machine Learning Practice	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Andrew Thangaraj	SI
1038	NT		OB3201	Software Engineering	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Andrew Thangaraj	SI
1039	NT		OB3202	Software Testing	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Andrew Thangaraj	SI
1040	NT		OB3203	AI: Search Methods for Problem Solving	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Andrew Thangaraj	SI
1041	NT		OB3204	Deep Learning	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Andrew Thangaraj	SI
1042	NT		OB3205	Introduction to Big Data	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Andrew Thangaraj	SI
1043	NT		OB3212	Special topics in ML (Reinforcement Learning)	VIGNESH MUTHUVIJAYAN	4	12			999	999	Yes				Y	Andrew Thangaraj	SI
1044	NT		OB3214	Deep Learning for Computer Vision	VIGNESH MUTHUVIJAYAN	4	12			999	999	Yes				Y	Andrew Thangaraj	SI
1045	NT		OB3216	Corporate Finance	VIGNESH MUTHUVIJAYAN	4	12			999	999	Yes				Y	Andrew Thangaraj	SI
1046	NT		OB4501	Industry 4.0	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Andrew Thangaraj	SI
1047	NT		OB4602	Big Data and Biological Networks	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Andrew Thangaraj	SI
1048	NT		OB4701	Speech Technology	VIGNESH MUTHUVIJAYAN	12	12			999	999	Yes				Y	Andrew Thangaraj	SI
1049	NT		OB5101	Deep Learning Practice	VIGNESH MUTHUVIJAYAN	4	12	BSCS3004		999	999	Yes				Y	Andrew Thangaraj	SI
1050	D 		OE1011	Structural mechanics	THEJESH KUMAR GARALA	3	9			90	0	Yes			NAC-2-202	Y	Nallayarasu S	SI
1051	C 		OE1101	Introduction to Naval Architecture & Ocean Engineering	Vijayakumar R	2	6			0	0	No			NAC-2-201	N	Murali K	
1052	C 		OE1101	Introduction to Naval Architecture & Ocean Engineering	SANNASIRAJ S A	2	6			0	0	No			NAC-2-201	Y	Murali K	
1053	Q 		OE2013	Ship Drawing and Calculations	SURESH	3	10			90	0	Yes			NAC-2-202	Y	Suresh Kumar G	SI
1054	Q 		OE2013	Ship Drawing and Calculations	VIJAY K G	3	10			90	0	Yes			NAC-2-202	N	Suresh Kumar G	SI
1055	C 		OE2015	BASIC ELETRICAL CIRCUITS AND INSTRUMENTS	Tarun K Chandrayadula	3	10	Nil		90	0	Yes			NAC-2-203	Y	Suresh Kumar G	SI
1056	B 		OE2044	Ship Hydrodynamics	ARJUN JAGANNATHAN	4	10			90	0	Yes			NAC-2-201	Y	Suresh Kumar G	SI
1057	F 		OE3015	Ship Structural Analysis	POGULURI SUNNY KUMAR	4	10			90	0	Yes			NAC-2-202	Y	Panneer Selvam R	SI
1058	C 		OE3016	Ship Design	SURYACHALA PRAVEEN  DODDUGOLLU	4	10			90	0	Yes			NAC-2-202	Y	Panneer Selvam R	SI
1059	D 		OE3017	Dynamics of marine structures	NILANJAN SAHA	3	9	nil		90	0	Yes			NAC-2-201	Y	Panneer Selvam R	SI
1060	A 		OE3035	Motion of Ships & Floating Systems	Abhilash	4	11			90	0	Yes			NAC2 201	Y	Panneer Selvam R	SI
1061	E 		OE3190	Design of Ocean Structures	SANNASIRAJ S A	3	9	Core Course		0	0	No			NAC-2-201	Y	Panneer Selvam R	
1062	E 		OE3190	Design of Ocean Structures	SRIRAM V	3	9	Core Course		0	0	No			NAC-2-201	N	Panneer Selvam R	
1063	UU		OE4051	Naval Architecture and Ocean Engineering BTech Project - Phase I	Abhilash	3	9			90	0	Yes				Y	Shanmugam P	SI
1064	UU		OE4051	Naval Architecture and Ocean Engineering BTech Project - Phase I	ARJUN JAGANNATHAN	3	9			90	0	Yes				N	Shanmugam P	SI
1065	UU		OE4051	Naval Architecture and Ocean Engineering BTech Project - Phase I	SURYACHALA PRAVEEN  DODDUGOLLU	3	9			90	0	Yes				N	Shanmugam P	SI
1066	Q 		OE4111	Laboratory Modelling In Marine Hydrodynamics	SRIRAM V	5	11	Ocean Wave hydrodynamics		90	0	Yes			NAC-2-201	Y	Abdus Samad	SI
1067	B 		OE5030	Wave Hydrodynamics	MURALI K	3	10	NIL		0	0	No			NAC-2-203	Y	Nallayarasu S	
1068	F 		OE5070	Statics and Dynamics of Floating Structures	PANNEER SELVAM R	9	9	Nil		0	0	No			NAC-2-202	Y	Nallayarasu S	
1069	F 		OE5070	Statics and Dynamics of Floating Structures	Vijayakumar R	9	9	Nil		0	0	No			NAC-2-202	N	Nallayarasu S	
1070	C 		OE5110	Experimental Methods & Measurements	NARENDRAN K	4	10	NIL		0	0	No			NAC-2-206	Y	Nallayarasu S	
1071	YY		OE5190	Practical Training	PANNEER SELVAM R	5	16			0	0	No			NAC-2-206	Y	Abdus Samad	
1072	D 		OE5200	Dynamics of Ocean Structures	DEEPAK KUMAR	3	9			0	0	No			NAC-2-206	Y	Nallayarasu S	
1073	G 		OE5310	Guidance & Control of Marine Vehicles	SURESH	3	9	B.Tech/DD /M.Tech/MS/PhD in Naval Architecture & O		25	10	Yes			NAC-2-208	Y	Abdus Samad	SI
1074	D 		OE5320	Nonlinear Problems in Ocean Engineering	ARJUN JAGANNATHAN	3	9			25	10	Yes			NAC-2-208	N	Deepak Kumar	SI
1075	D 		OE5320	Nonlinear Problems in Ocean Engineering	PANNEER SELVAM R	3	9			25	10	Yes			NAC-2-208	Y	Deepak Kumar	SI
1076	UU		OE5372	Naval Architecture and Ocean Engineering DD Project - Phase II	BITHIN GHORAI	20	20			30	0	Yes				N	Abdus Samad	SI
1077	UU		OE5372	Naval Architecture and Ocean Engineering DD Project - Phase II	VIJAY K G	20	20			30	0	Yes				N	Abdus Samad	SI
1078	UU		OE5372	Naval Architecture and Ocean Engineering DD Project - Phase II	DEEPAK KUMAR	20	20			30	0	Yes				Y	Abdus Samad	SI
1079	E 		OE5510	Machine Learning for Ocean Engineers	Abhilash	3	9			35	10	Yes			NAC-2-201	Y	Abdus Samad	SI
1080	C 		OE5520	DOCK ENGINEERING BASICS AND APPLICATIONS	THEJESH KUMAR GARALA	3	9	None		0	0	No			NAC-2-207	N	Nallayarasu S	
1081	C 		OE5520	DOCK ENGINEERING BASICS AND APPLICATIONS	NILANJAN SAHA	3	9	None		0	0	No			NAC-2-207	Y	Nallayarasu S	
1082	E 		OE5540	Conceptual design of marine structures	NALLAYARASU S	3	9			35	10	Yes			NAC-2-203	Y	Abdus Samad	SI
1083	A 		OE5545	Marine Geotechnical Engineering	BITHIN GHORAI	3	9			35	10	Yes			NAC-2-206	Y	Deepak Kumar	SI
1084	F 		OE5560	Dredging and reclamation	NARENDRAN K	3	9			0	0	No			NAC-2-207	N	Nallayarasu S	
1085	F 		OE5560	Dredging and reclamation	THEJESH KUMAR GARALA	3	9			0	0	No			NAC-2-207	N	Nallayarasu S	
1086	F 		OE5560	Dredging and reclamation	MURALI K	3	9			0	0	No			NAC-2-207	Y	Nallayarasu S	
1087	B 		OE6005	Reliability Of Offshore Structures	DEEPAK KUMAR	3	9	None		0	0	No			NAC-2-207	Y	Nallayarasu S	
1088	A 		OE6007	Pipeline & Riser Engineering	VIJAY K G	3	9	Consent of teacher		0	0	No			NAC-2-202	Y	Nallayarasu S	
1089	F 		OE6008	Design, Construction and Operation of LNG Carriers and Terminals	RAJIV SHARMA	4	11	Consent of teacher		90	0	Yes			NAC-2-203	Y	Shanmugam P	SI
1090	ZZ		OE6021	Introduction to Research	ABDUS SAMAD	3	0	NIL		0	0	No			NAC-2-2208	Y	Abdus Samad	
1091	G 		OE6310	Powering and Propulsion of Marine Vehicles	Vijayakumar R	3	9	Consent of teacher		35	10	Yes			NAC-2-206	Y	Shanmugam P	SI
1092	UU		OE6905	Thesis project	BITHIN GHORAI	20	20			0	0	No				N	Abdus Samad	
1093	UU		OE6905	Thesis project	NARENDRAN K	20	20			0	0	No				N	Abdus Samad	
1094	UU		OE6905	Thesis project	VIJAY K G	20	20			0	0	No				N	Abdus Samad	
1095	UU		OE6905	Thesis project	DEEPAK KUMAR	20	20			0	0	No				Y	Abdus Samad	
1096	UU		OE6905	Thesis project	POGULURI SUNNY KUMAR	20	20			0	0	No				N	Abdus Samad	
1097	UU		OE6905	Thesis project	NILANJAN SAHA	20	20			0	0	No				N	Abdus Samad	
1098	UU		OE6911	MTech Ocean Technology Project - Phase I	RAJIV SHARMA	16	16			0	0	No				Y	Abdus Samad	
1099	UU		OE6911	MTech Ocean Technology Project - Phase I	THEJESH KUMAR GARALA	16	16			0	0	No				N	Abdus Samad	
1100	UU		OE6911	MTech Ocean Technology Project - Phase I	Tarun K Chandrayadula	16	16			0	0	No				N	Abdus Samad	
1101	G 		OE6980	Comp. Aid. Surface Dev. for Marine Vehicles	RAJIV SHARMA	3	11	Consent of teacher		60	20	Yes			NAC-2-201	Y	Abdus Samad	SI
1102	MM		OE6999	Special Topics in Ocean Engineering	SRIRAM V	2	6	COT		0	0	No				Y	Murali K	
1103	N 		OE7999	Special Topics in Ocean Engineering	SRIRAM V	2	6	COT		0	0	No				Y	Murali K	
1104	E 		PE5010	Petroleum Geomechanics 	RAJESH R NAIR	4	10	Consent of teacher		0	0	No			NAC-2-206	Y	Abdus Samad	
1105	C 		PE5040	Surface Facilities for Oil and Gas Handling	ABDUS SAMAD	1	9			0	0	No			NAC-2-208	Y	Nallayarasu S	
1106	D 		PE6020	Drilling Technology	BARASHA DEKA	3	9			0	0	No			NAC-2-207	Y	Nallayarasu S	
1107	A 		PE6030	Reservoir Engineering	SURESH KUMAR G	3	9			0	0	No			NAC-2-208	Y	Nallayarasu S	
1108	B 		PE6050	Exploration and Formation evaluation of oil and gas reservoirs	RAJESH R NAIR	3	9	NIL		0	0	No			NAC-2-208	Y	Abdus Samad	
1109	UU		PE6201	MTech Petroleum Engineering Project - Phase I	SHANMUGAM P	20	20			0	0	No				N	Abdus Samad	
1110	UU		PE6201	MTech Petroleum Engineering Project - Phase I	BARASHA DEKA	20	20			0	0	No				N	Abdus Samad	
1111	UU		PE6201	MTech Petroleum Engineering Project - Phase I	SURESH KUMAR G	20	20			0	0	No				Y	Abdus Samad	
1112	UU		PE6202	MTech Petroleum Engineering Project - Phase II	SURESH KUMAR G	40	40			0	0	No				Y	Abdus Samad	
1113	UU		PE6202	MTech Petroleum Engineering Project - Phase II	BARASHA DEKA	40	40			0	0	No				N	Abdus Samad	
1114	UU		PE6202	MTech Petroleum Engineering Project - Phase II	SHANMUGAM P	40	40			0	0	No				N	Abdus Samad	
1115	D 		PH1010	Physics I	SUNETHRA RAMANAN	3	10			0	0	No				N	Nandita Das Gupta	
1116	D 		PH1010	Physics I	SIDDHARTH DATTATRAYA DHOMKAR	3	10			0	0	No				N	Nandita Das Gupta	
1117	D 		PH1010	Physics I	RAVICHANDRAN SHIVANNA	3	10			0	0	No				N	Nandita Das Gupta	
1118	D 		PH1010	Physics I	PRASANTA KUMAR MUDULI	3	10			0	0	No				N	Nandita Das Gupta	
1119	D 		PH1010	Physics I	ANIL KUMAR SINGH	3	10			0	0	No				N	Nandita Das Gupta	
1120	D 		PH1010	Physics I	JIM LIBBY	3	10			0	0	No				N	Nandita Das Gupta	
1121	D 		PH1010	Physics I	ATHREYA SHANKAR	3	10			0	0	No				N	Nandita Das Gupta	
1122	D 		PH1010	Physics I	RAGHUVEER GARANI RAMESH	3	10			0	0	No				Y	Nandita Das Gupta	
1123	D 		PH1010	Physics I	PRANAY MAHESH PATIL	3	10			0	0	No				N	Nandita Das Gupta	
1124	S1		PH1030	Physics Laboratory I	RAHUL VAIJANATH SAWANT	2	4			0	0	No				Y	Nandita Das Gupta	
1125	P1		PH1030	Physics Laboratory I	SETHUPATHI K	2	4			0	0	No				Y	Nandita Das Gupta	
1126	T2		PH1030	Physics Laboratory I	SRIRAMKUMAR L	2	4			0	0	No				Y	Nandita Das Gupta	
1127	Q2		PH1030	Physics Laboratory I	SOMNATH CHANDA ROY	2	4			0	0	No				Y	Nandita Das Gupta	
1128	T1		PH1030	Physics Laboratory I	RANJIT KUMAR NANDA	2	4			0	0	No				Y	Nandita Das Gupta	
1129	Q1		PH1030	Physics Laboratory I	SANTHOSH PN	2	4			0	0	No				Y	Nandita Das Gupta	
1130	R1		PH1030	Physics Laboratory I	MAHAVEER KUMAR JAIN	2	4			0	0	No				Y	Nandita Das Gupta	
1131	F 	R1	PH1050	Foundation of Computational Physics	AYANA GHOSH	4	9	None		60	10	Yes			HSB 210	Y	Santhosh P N	SI
1132	E 		PH1080	Thermodynamics and Kinetic Theory	PRASANTA KUMAR TRIPATHY	4	10			60	10	Yes			HSB 210	Y	Santhosh P N	SI
1133	R 	S	PH2050	Physics Lab III	PRAHALLAD PADHAN	4	8	None 		30	10	Yes				Y	Santhosh P N	SI
1134	R 	S	PH2050	Physics Lab III	SAMIR CHOUDHURI	4	8	None 		30	10	Yes				N	Santhosh P N	SI
1135	G 		PH2170	Basic Electronics	Vidya Praveen Bhallamudi	3	9			0	0	No			HSB 210	Y	Santhosh P N	
1136	F 		PH3051	Introduction to Astronomy and Astrophysics	SAMIR CHOUDHURI	3	9			45	20	Yes			RJN 302	Y	Santhosh P N	SI
1137	XX		PH4999	Undergraduate Research Project	ATHREYA SHANKAR	3	9	COT		0	0	No				Y	Santhosh P N	
1138	B 		PH5010	Mathematical Physics I	ASHWIN JOY	4	10	NULL		0	0	No			HSB 310	Y	Santhosh P N	
1139	G 		PH5011	Science and Technology of Solid state 	Jayeeta Bhattacharyya	4	10			0	0	No			HSB 217	Y	Santhosh P N	
1140	D 		PH5030	Classical Mechanics	YASIR	4	10	NULL		60	10	Yes			HSB 310	Y	Santhosh P N	SI
1141	F 		PH5040	Electronics	PRAFULLA KUMAR BEHERA	3	9	NULL		60	10	Yes			HSB 310	Y	Santhosh P N	SI
1142	C 		PH5050	Mathematical Physics II	SHANTANU MUKHERJEE	3	9	NULL		50	10	Yes			HSB 210	Y	Santhosh P N	SI
1143	R 	S, T	PH5060	Physics Lab I (PG)	IPSITA SAHA	4	9			80	0	Yes				N	Santhosh P N	SI
1144	R 	S, T	PH5060	Physics Lab I (PG)	Prabha Mandayam	4	9			80	0	Yes				N	Santhosh P N	SI
1145	R 	S, T	PH5060	Physics Lab I (PG)	Vidya Praveen Bhallamudi	4	9			80	0	Yes				N	Santhosh P N	SI
1146	R 	S, T	PH5060	Physics Lab I (PG)	PRAFULLA KUMAR BEHERA	4	9			80	0	Yes				N	Santhosh P N	SI
1147	R 	S, T	PH5060	Physics Lab I (PG)	BASUDEV ROY	4	9			80	0	Yes				N	Santhosh P N	SI
1148	R 	S, T	PH5060	Physics Lab I (PG)	Panchanana Khuntia	4	9			80	0	Yes				N	Santhosh P N	SI
1149	R 	S, T	PH5060	Physics Lab I (PG)	MANU JAISWAL	4	9			80	0	Yes				Y	Santhosh P N	SI
1150	A 		PH5100	Quantum Mechanics- I	VAIBHAV MADHOK	4	10	NUL		80	10	Yes			HSB 310	Y	Santhosh P N	SI
1151	B 		PH5110	Optics & Photonics	S.Sivaramakrishnan	3	9	COT		40	20	Yes			HSB 317	Y	Santhosh P N	SI
1152	D 		PH5210	Condensed Matter Physics II	RANJIT KUMAR NANDA	3	9	NULL		50	30	Yes			RJN 302	Y	Santhosh P N	SI
1153	E 		PH5211	High Energy Physics	Prabhat	3	9	NULL		60	0	Yes			HSB 310	Y	Santhosh P N	SI
1154	UU		PH5222	Project	JIM LIBBY	10	30			0	0	No				Y	Santhosh P N	
1155	P 	Q, R	PH5270	Physics Lab III	SUBRAMANIAN V	5	11	NULL		0	0	No				Y	Santhosh P N	
1156	P 	Q, R	PH5270	Physics Lab III	NIRMALA R	5	11	NULL		0	0	No				N	Santhosh P N	
1157	UU		PH5291	Project I	PRAFULLA KUMAR BEHERA	3	9			0	0	No				Y	Santhosh P N	
1158	C 		PH5310	Synthesis and Characterization of Functional Materials	PRAHALLAD PADHAN	3	9	NULL		0	0	No			HSB 217	Y	Santhosh P N	
1159	B 		PH5320	Techniques of Characterization of Materials and Physical Measurements	MAHAVEER KUMAR JAIN	3	9	None 		0	0	No			HSB 217	Y	Santhosh P N	
1160	S 	T	PH5330	Laboratory for Synthesis and characterization of Functional Materials	HARISH KUMAR N	4	8			0	0	No				Y	Santhosh P N	
1161	S 	T	PH5330	Laboratory for Synthesis and characterization of Functional Materials	MURUGAVEL P	4	8			0	0	No				N	Santhosh P N	
1162	UU		PH5361	Project I	SANTHOSH PN	8	25			0	0	No				Y	Santhosh P N	
1163	A 		PH5410	Atomic and Molecular Physics	PATTABIRAMAN M	4	10			70	20	Yes			HSB 210	Y	Santhosh P N	SI
1164	G 		PH5480	Quantum Field Theory - 1	TITAS CHANDA	3	9	PH5030, PH5170, PH5020		30	10	Yes			HSB 310	Y	Santhosh P N	SI
1165	G 		PH5490	Advanced Statistical Physics	RAJESH SINGH	3	9	NULL		20	10	Yes			HSB 317	Y	Santhosh P N	SI
1166	E 		PH5500	Dynamical Systems	ARUL LAKSHMINARAYAN	3	9			35	10	Yes			HSB 211	Y	Santhosh P N	SI
1167	E 		PH5600	Physics At Low Temperatures	Panchanana Khuntia	3	9	NIL		20	10	Yes			HSB 217	Y	Santhosh P N	SI
1168	G 		PH5670	Physics & Tech. of Thin Flims	MURUGAVEL P	3	9	NULL		30	10	Yes			HSB 263	Y	Santhosh P N	SI
1169	F 		PH5690	Applied Magnetics	NIRMALA R	3	9	NULL		20	10	Yes			HSB 217	Y	Santhosh P N	SI
1170	F 		PH5814	Laser Physics and Applications	PREM B BISHT	3	9	COT		20	10	Yes			HSB 317	Y	Santhosh P N	SI
1171	G 		PH5825	Quantum Physics	ARAVIND G	3	9			20	10	Yes			HSB 211	Y	Santhosh P N	SI
1172	G 		PH5840	Quantum Computation and Quantum Information	Prabha Mandayam	3	9			75	40	Yes			RMN 201	Y	Santhosh P N	SI
